name;title;male;culture;mother;father;heir;house;spouse;book1;book2;book3;book4;book5;isAliveMother;isAliveFather;isAliveHeir;isAliveSpouse;isMarried;isNoble;numDeadRelations;isPopular;popularity;Dívida;Capacidade de pagamento anual;
Sigfry Stonetree;;1;Ironborn;;;;House Stonetree;;0;0;0;1;0;;;;;0;0;0;0;0.00334448160535117; R$ 52.492,00 ; R$ 53.600,00 ;
Laenor Velaryon;Ser;1;Valyrian;;;;House Velaryon;Rhaenyra Targaryen;0;0;0;0;0;;;;1;1;1;0;0;0.193979933110367; R$ 52.234,00 ; R$ 66.470,00 ;
Harry Strickland;Captain-General;1;;;;;House Strickland;;0;0;0;0;1;;;;;0;1;0;0;0.0769230769230769; R$ 74.895,00 ; R$ 49.141,00 ;
Torrhen Karstark;;1;Northmen;;;;House Karstark;;1;1;1;1;1;;;;;0;0;1;0;0.0769230769230769; R$ 27.566,00 ; R$ 35.567,00 ;
Balon Greyjoy;;1;;;Quellon Greyjoy;Theon Greyjoy;;;0;0;0;0;0;;0;1;;0;0;4;1;0.739130434782608; R$ 67.774,00 ; R$ 58.581,00 ;
Raynard Ruttiger;Ser;0;;;;;House Ruttiger;;0;0;0;1;1;;;;;0;1;0;0;0.020066889632107; R$ 23.434,00 ; R$ 78.520,00 ;
Sybell Spicer;Crag;0;;;;;House Spicer;Gawen Westerling;0;0;1;1;0;;;;1;1;1;0;0;0.0869565217391304; R$ 67.972,00 ; R$ 70.898,00 ;
High Sparrow;High Septon;1;;;;;Faith of the Seven;;0;0;0;1;1;;;;;0;1;0;0;0.167224080267558; R$ 19.503,00 ; R$ 44.590,00 ;
Theomore Harlaw;Lord of the Ten TowersLord Harlaw of HarlawHarlaw of Harlaw;1;;;;;House Harlaw;;0;0;0;1;0;;;;;0;1;0;0;0.0535117056856187; R$ 85.584,00 ; R$ 29.878,00 ;
Reek;;1;;;;;House Bolton;;0;1;0;1;1;;;;;0;0;0;0;0.0969899665551839; R$ 30.083,00 ; R$ 44.544,00 ;
Maslyn;;0;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 46.386,00 ; R$ 36.470,00 ;
Wendamyr;Maester;1;;;;;House Greyjoy;;0;1;1;1;0;;;;;0;1;0;0;0.020066889632107; R$ 31.060,00 ; R$ 68.183,00 ;
Lyn Corbray;Ser;1;;;;;House Corbray;;1;1;1;1;1;;;;;0;1;0;0;0.0903010033444816; R$ 97.738,00 ; R$ 28.544,00 ;
Redtusk;Ser;1;;;;;;;0;0;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 52.469,00 ; R$ 26.662,00 ;
Del;;0;Free Folk;;;;;;0;0;1;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 85.878,00 ; R$ 53.091,00 ;
Lyonel Tyrell (lord);Lord Paramount of the Mander;1;Reach;;;;House Tyrell;;0;0;0;0;0;;;;;0;1;0;0;0.020066889632107; R$ 81.394,00 ; R$ 52.722,00 ;
Nage;;1;;;;;House Bolton;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 41.097,00 ; R$ 44.035,00 ;
Lysono Maar;;1;Lyseni;;;;Golden Company;;0;0;0;0;1;;;;;0;0;0;0;0.020066889632107; R$ 80.270,00 ; R$ 39.320,00 ;
Haggo;Bloodrider;1;Dothraki;;;;;;1;0;0;0;0;;;;;0;0;0;0;0.0334448160535117; R$ 15.590,00 ; R$ 52.237,00 ;
Jacelyn Bywater;Ser;1;;;;;House Bywater;;0;1;1;1;0;;;;;0;1;0;0;0.130434782608695; R$ 75.217,00 ; R$ 23.656,00 ;
Steffon Swyft;Ser;1;;;;;House Swyft;;0;0;1;1;1;;;;;0;1;0;0;0.0301003344481605; R$ 50.323,00 ; R$ 26.103,00 ;
Petyr Baelish;Master of coin;1;Valemen;;;;House Baelish;Lysa Arryn;1;1;1;1;1;;;;0;1;1;5;1;1; R$ 12.396,00 ; R$ 29.455,00 ;
Jyana;;0;Crannogmen;;;;House Reed;Howland Reed;0;0;0;1;1;;;;1;1;0;0;0;0.020066889632107; R$ 79.978,00 ; R$ 32.137,00 ;
Lewys Piper;;1;Rivermen;;;;House Piper;;0;0;0;1;1;;;;;0;0;0;0;0.0334448160535117; R$ 46.163,00 ; R$ 61.485,00 ;
Jafer Flowers;;1;;;;;Night's Watch;;1;0;0;0;0;;;;;0;0;0;0;0.0434782608695652; R$ 15.708,00 ; R$ 41.936,00 ;
Harmen Uller;Lord of Hellholt;1;;;;;House Uller;;0;0;1;1;1;;;;;0;1;0;0;0.0434782608695652; R$ 90.073,00 ; R$ 42.865,00 ;
Lyonel Bentley;Ser;0;;;;;Queensguard;;0;0;0;0;0;;;;;0;1;0;0;0.0133779264214046; R$ 87.290,00 ; R$ 29.099,00 ;
Stone Thumbs;;0;Free Folk;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 51.157,00 ; R$ 30.400,00 ;
Bryan of Oldtown;;0;Reach;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 45.062,00 ; R$ 64.869,00 ;
Sylas Flatnose;King of the Iron Islands;1;Ironborn;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 582,00 ; R$ 50.317,00 ;
Franklyn Frey;Ser;1;Rivermen;;;;House Frey;;0;0;0;0;0;;;;;0;1;0;0;0.0367892976588628; R$ 77.005,00 ; R$ 61.495,00 ;
Hullen;Winterfell;1;Northmen;;;;House Stark;;1;1;1;0;1;;;;;0;1;0;0;0.060200668896321; R$ 71.218,00 ; R$ 42.420,00 ;
Cerenna Lannister;;0;;;;;House Lannister;;1;1;1;1;1;;;;;0;0;0;0;0.0702341137123745; R$ 81.618,00 ; R$ 41.463,00 ;
Tuffleberry;;0;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 79.583,00 ; R$ 65.345,00 ;
Kyle;Ser;1;;;;;;;0;0;0;0;0;;;;;0;1;0;0;0.0267558528428093; R$ 14.116,00 ; R$ 60.622,00 ;
Andrew Estermont;Ser;1;;;;;House Estermont;;0;1;1;1;1;;;;;0;1;0;0;0.0367892976588628; R$ 61.608,00 ; R$ 45.308,00 ;
Roger Ryswell;;1;Northmen;;;;House Ryswell;;0;0;0;1;1;;;;;0;0;0;0;0.0468227424749163; R$ 69.979,00 ; R$ 23.281,00 ;
Horas Redwyne;Ser;1;Reach;;;;House Redwyne;;1;1;1;1;1;;;;;0;1;0;0;0.217391304347826; R$ 35.707,00 ; R$ 78.590,00 ;
Illyrio Mopatis;Magister;1;Pentoshi;;;;House Targaryen;Cousin to the Prince of Pentos;1;1;1;1;1;;;;1;1;1;0;1;0.394648829431438; R$ 16.483,00 ; R$ 42.092,00 ;
Martyn Mullendore;Uplands;0;;;;;House Mullendore;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 35.486,00 ; R$ 76.347,00 ;
Benedict Broom;Ser;0;;;;;House Broom;;0;1;1;1;1;;;;;0;1;0;0;0.020066889632107; R$ 32.267,00 ; R$ 28.352,00 ;
Merianne Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0836120401337792; R$ 65.309,00 ; R$ 52.630,00 ;
Harren Hoare;;1;Ironborn;;Halleck Hoare;;;;0;0;0;0;0;;1;;;0;0;0;0;0.204013377926421; R$ 68.800,00 ; R$ 31.913,00 ;
Rhaenys Targaryen (daughter of Aemon);Princess;0;Valyrian;;;;House Targaryen;Corlys Velaryon;0;0;0;0;0;;;;0;1;1;0;0;0.1438127090301; R$ 67.819,00 ; R$ 50.109,00 ;
Flement Brax;Ser;1;;;;;House Brax;Morya Frey;1;1;1;1;1;;;;1;1;1;0;0;0.140468227424749; R$ 61.027,00 ; R$ 48.798,00 ;
Jommy;;1;;;;;House Baratheon;;0;1;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 97.802,00 ; R$ 48.761,00 ;
Kyle Royce;;1;;;;;House Royce;;0;1;0;0;0;;;;;0;0;0;0;0.020066889632107; R$ 51.928,00 ; R$ 59.163,00 ;
Samwell Stone;Ser;1;;;;;House Royce;;0;0;0;1;0;;;;;0;1;0;0;0.0133779264214046; R$ 22.136,00 ; R$ 55.039,00 ;
Green Gergen;;1;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 88.055,00 ; R$ 54.534,00 ;
Craghas Drahar;;1;Myrish;;;;Kingdom of the Three Daughters;;0;0;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 58.973,00 ; R$ 54.943,00 ;
Mazdhan zo Loraq;;1;Ghiscaricari;;;;House of Loraq;;0;0;0;0;1;;;;;0;0;0;0;0.0100334448160535; R$ 30.975,00 ; R$ 57.502,00 ;
Bass;;0;;;;;Night's Watch;;1;0;0;0;0;;;;;0;0;0;0;0; R$ 56.731,00 ; R$ 50.561,00 ;
Erren Florent;Ser;1;;;;;House Florent;;0;1;1;1;0;;;;;0;1;0;0;0.0869565217391304; R$ 45.501,00 ; R$ 78.932,00 ;
Barristan Selmy;Ser;1;Westeros;;;;House Selmy;;1;1;1;1;1;;;;;0;1;0;1;1; R$ 19.140,00 ; R$ 77.473,00 ;
Normund Tyrell;Maester;0;;;;;;;0;0;1;1;0;;;;;0;1;0;0;0.127090301003344; R$ 25.674,00 ; R$ 78.297,00 ;
Mother Mole;;0;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0434782608695652; R$ 2.443,00 ; R$ 25.443,00 ;
Ryella Royce;;0;;;;;House Royce;Arwood Frey;0;1;1;1;0;;;;1;1;0;0;0;0.140468227424749; R$ 40.761,00 ; R$ 77.414,00 ;
Balman Byrch;Ser;1;;;;;House Byrch;Falyse Stokeworth;0;0;1;1;1;;;;0;1;1;0;0;0.0735785953177257; R$ 39.483,00 ; R$ 59.696,00 ;
Buford Bulwer;Ser;1;;;;;House Bulwer;;0;0;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 6.833,00 ; R$ 32.277,00 ;
Murenmure;Maester;1;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 49.317,00 ; R$ 75.996,00 ;
Arrec Durrandon;;1;;;;Arlan V Durrandon;;;0;0;0;0;0;;;1;;0;0;0;0;0; R$ 92.464,00 ; R$ 57.274,00 ;
Rhialta Vance;;0;;;;;House Vance of Wayfarer's Rest;;0;0;0;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 89.555,00 ; R$ 41.965,00 ;
Leobald Tallhart;Castellan;1;Northmen;;;;House Tallhart;Berena Hornwood;0;1;1;1;1;;;;1;1;1;0;0;0.110367892976588; R$ 34.067,00 ; R$ 76.066,00 ;
Alyn Connington;Ser;0;;;;;House Connington;;0;0;1;1;0;;;;;0;1;0;0;0.060200668896321; R$ 11.088,00 ; R$ 41.374,00 ;
Roryn Drumm;;0;Ironborn;;;;House Drumm;;0;0;0;1;0;;;;;0;0;0;0;0.00334448160535117; R$ 57.150,00 ; R$ 45.972,00 ;
Beqqo;;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.00334448160535117; R$ 17.227,00 ; R$ 35.285,00 ;
Grazdan zo Galare;;1;Meereenese;;;;House of Galare;;0;0;0;0;1;;;;;0;0;0;0;0.020066889632107; R$ 63.348,00 ; R$ 75.793,00 ;
Owen;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0367892976588628; R$ 12.025,00 ; R$ 64.346,00 ;
Harbert Paege;Ser;0;;;;;House Paege;;0;0;0;0;0;;;;;0;1;0;0;0.0133779264214046; R$ 40.450,00 ; R$ 37.692,00 ;
Jonos Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0535117056856187; R$ 22.752,00 ; R$ 46.863,00 ;
Alyn Velaryon;Lord of the Tides;1;Valyrian;;;;House Velaryon;Baela Targaryen;0;0;0;1;1;;;;0;1;1;0;0;0.160535117056856; R$ 1.547,00 ; R$ 45.568,00 ;
Mallor;;0;;;;;House Lannister;;1;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 46.709,00 ; R$ 28.614,00 ;
Lyman Darry;Lord of Darry;0;;;;;House Darry;;1;1;0;0;0;;;;;0;1;0;0;0.0568561872909698; R$ 13.110,00 ; R$ 44.070,00 ;
Visenya Targaryen;QueenDowager Queen;0;Valyrian;;;;House Targaryen;Aegon I Targaryen;1;1;1;1;1;;;;0;1;1;5;0;0.277591973244147; R$ 29.721,00 ; R$ 67.887,00 ;
Illifer;Ser;1;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.040133779264214; R$ 30.146,00 ; R$ 57.586,00 ;
Grance Morrigen;Ser;1;;;;;House Morrigen;;0;0;0;0;0;;;;;0;1;0;0;0.0100334448160535; R$ 97.016,00 ; R$ 26.698,00 ;
Jammos Frey;Ser;1;;;;;House Frey;Sallei Paege;0;1;1;1;1;;;;1;1;1;0;0;0.0903010033444816; R$ 72.362,00 ; R$ 27.233,00 ;
Timon;Ser;0;;;;;;;0;1;1;0;0;;;;;0;1;0;0;0.00668896321070234; R$ 47.464,00 ; R$ 75.084,00 ;
Fornio;;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 66.109,00 ; R$ 36.194,00 ;
Rickon Stark;Prince of WinterfellHeir to Winterfell;1;Northmen;;;;House Stark;;1;1;1;1;1;;;;;0;1;8;1;0.551839464882943; R$ 76.519,00 ; R$ 53.185,00 ;
Ordello;Magister of Pentos;0;Pentoshi;;;;;;0;0;0;0;1;;;;;0;1;0;0;0.0133779264214046; R$ 54.509,00 ; R$ 52.604,00 ;
Jack-Be-Lucky;;1;;;;;Brotherhood without banners;;0;0;1;1;0;;;;;0;0;0;0;0.0267558528428093; R$ 99.608,00 ; R$ 49.689,00 ;
Tristifer V Mudd;;1;;;Tristifer IV Mudd;;;;0;0;0;0;0;;0;;;0;0;0;0;0.0167224080267558; R$ 19.107,00 ; R$ 52.379,00 ;
Tanda Stokeworth;Stokeworth;0;;;;;House Stokeworth;;1;1;1;1;1;;;;;0;1;1;0;0.113712374581939; R$ 63.106,00 ; R$ 35.187,00 ;
Damon Paege;Ser;1;;;;;House Paege;;0;1;1;1;0;;;;;0;1;0;0;0.020066889632107; R$ 50.795,00 ; R$ 38.165,00 ;
Xhondo;;1;Summer Isles;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.020066889632107; R$ 6.768,00 ; R$ 72.372,00 ;
Tysane Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0836120401337792; R$ 70.064,00 ; R$ 71.200,00 ;
Polliver;Castellan of Harrenhal;1;;;;;House Clegane;;0;1;1;1;0;;;;;0;1;0;0;0.0769230769230769; R$ 27.008,00 ; R$ 62.097,00 ;
Jhogo;Bloodrider;0;Dothraki;;;;House Targaryen;;1;1;1;1;1;;;;;0;0;0;0;0.20066889632107; R$ 94.006,00 ; R$ 30.261,00 ;
Jorelle Mormont;;0;Northmen;;;;House Mormont;;0;0;0;1;1;;;;;0;0;0;0;0.040133779264214; R$ 14.034,00 ; R$ 23.136,00 ;
Joyeuse Erenford;the Crossing;1;;;;;House Erenford;Walder Frey;1;1;1;1;1;;;;1;1;1;0;0;0.0434782608695652; R$ 95.845,00 ; R$ 39.294,00 ;
Valaena Velaryon;Dragonstone;0;Valyrian;;;;House Velaryon;Aerion Targaryen;0;0;0;0;0;;;;0;1;1;0;0;0.0802675585284281; R$ 25.182,00 ; R$ 53.424,00 ;
Myles Manwoody;Ser;1;;;;;House Manwoody;;0;0;1;1;0;;;;;0;1;0;0;0.0267558528428093; R$ 65.425,00 ; R$ 60.145,00 ;
Tommen Costayne;Three Towers;0;;;;;House Costayne;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 6.516,00 ; R$ 25.299,00 ;
Rylene Florent;;0;;;;;House Florent;Rycherd Crane;0;1;1;1;0;;;;1;1;0;0;0;0.0702341137123745; R$ 67.805,00 ; R$ 54.008,00 ;
Husband;;1;;;;;;Sharna;0;0;1;1;0;;;;1;1;0;0;0;0.0434782608695652; R$ 65.054,00 ; R$ 49.351,00 ;
Mya Stone;;0;;;;;House Royce of the Gates of the Moon;;1;1;1;1;1;;;;;0;0;0;0;0.120401337792642; R$ 69.461,00 ; R$ 44.716,00 ;
Tarber;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0334448160535117; R$ 68.667,00 ; R$ 41.193,00 ;
Ryam Redwyne;Ser;1;;;;;House Redwyne;;1;1;1;1;0;;;;;0;1;0;1;0.364548494983277; R$ 14.275,00 ; R$ 62.189,00 ;
Eldon Estermont;Ser;1;Stormlands;;;;House Estermont;Sylva Santagar;0;1;1;1;1;;;;1;1;1;0;0;0.060200668896321; R$ 78.877,00 ; R$ 70.027,00 ;
Beardless Dick;;0;;;;;Brotherhood Without Banners;;0;0;1;1;0;;;;;0;0;0;0;0.020066889632107; R$ 65.314,00 ; R$ 63.991,00 ;
Stevron Frey;Ser;1;;;;;House Frey;Corenna Swann;1;1;1;1;1;;;;1;1;1;0;0;0.17391304347826; R$ 44.711,00 ; R$ 52.917,00 ;
Petyr Frey;;1;;;;;House Frey;Mylenda Caron;0;1;1;1;0;;;;1;1;0;0;0;0.177257525083612; R$ 72.846,00 ; R$ 24.869,00 ;
Guyne;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 17.296,00 ; R$ 58.531,00 ;
Shirei Frey;;0;;;;;House Frey;;0;1;1;1;1;;;;;0;0;0;0;0.0434782608695652; R$ 11.309,00 ; R$ 49.410,00 ;
Brandon Stark (Burner);;1;Northmen;;Brandon Stark;;;;1;1;0;0;0;;0;;;0;0;0;0;0.0334448160535117; R$ 4.713,00 ; R$ 38.337,00 ;
Samwell Spicer;Ser;1;;;;;House Spicer;;0;0;1;1;0;;;;;0;1;0;0;0.0133779264214046; R$ 56.617,00 ; R$ 51.353,00 ;
Gormond Goodbrother;;1;Ironborn;;;;House Goodbrother;;0;0;0;1;0;;;;;0;0;0;0;0.040133779264214; R$ 92.878,00 ; R$ 42.640,00 ;
Waymar Royce;Ser;1;Valemen;;;;House Royce;;1;1;1;1;0;;;;;0;1;1;0;0.123745819397993; R$ 28.820,00 ; R$ 44.971,00 ;
Myles;Maester;1;;;;;House Martell;;0;0;0;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 2.179,00 ; R$ 47.958,00 ;
Willem Frey;;1;;;;;House Frey;;0;1;1;1;1;;;;;0;0;0;0;0.0802675585284281; R$ 55.948,00 ; R$ 76.002,00 ;
Alvyn Sharp;;1;Ironborn;;;;House Sharp;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 79.306,00 ; R$ 31.629,00 ;
Rymolf;;0;Ironborn;;;;House Greyjoy;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 10.978,00 ; R$ 48.900,00 ;
Alysane Mormont;;0;Northmen;;;;House Mormont;;0;0;0;1;1;;;;;0;0;0;0;0.0702341137123745; R$ 10.708,00 ; R$ 57.435,00 ;
Hallis Mollen;Winterfell;1;Northmen;;;;House Mollen;;1;1;1;1;0;;;;;0;1;0;0;0.0702341137123745; R$ 93.641,00 ; R$ 64.268,00 ;
Leo Lefford;Golden Tooth;1;;;;;House Lefford;;1;1;1;1;1;;;;;0;1;0;0;0.0568561872909698; R$ 39.237,00 ; R$ 36.780,00 ;
Nella;;0;Free Folk;;;;;Craster;0;1;1;1;0;;;;0;1;0;0;0;0.020066889632107; R$ 84.656,00 ; R$ 30.458,00 ;
Deana Hardyng;;0;;;;;House Hardyng;Walton Frey;0;1;1;1;0;;;;1;1;0;0;0;0.0969899665551839; R$ 1.313,00 ; R$ 72.939,00 ;
Three Toes;;1;;;;;Brave Companions;;0;0;1;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 12.325,00 ; R$ 75.793,00 ;
Salloreon;;1;;;;;Antler Men;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 3.951,00 ; R$ 64.242,00 ;
Buu;;0;;;;;;;1;0;0;0;0;;;;;0;0;0;0;0; R$ 40.791,00 ; R$ 52.250,00 ;
Ronnel Stout;;0;Northmen;;;;House Stout;;0;0;1;0;0;;;;;0;0;0;0;0.0334448160535117; R$ 41.431,00 ; R$ 52.628,00 ;
Lorcas;;1;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 92.409,00 ; R$ 53.314,00 ;
Jeyne Lydden;;0;;;;;House Lydden;Stevron Frey;0;1;1;1;0;;;;0;1;0;0;0;0.100334448160535; R$ 83.991,00 ; R$ 55.664,00 ;
Rhaena Targaryen (daughter of Daemon);Lady;0;;;;;House Targaryen;Corwyn Corbray;0;0;0;0;0;;;;1;1;1;0;0;0.1438127090301; R$ 66.000,00 ; R$ 34.082,00 ;
Bethany Bolton;the Dreadfort;1;Northmen;;;;House Bolton;Roose Bolton;0;0;0;1;1;;;;1;1;1;0;0;0.0434782608695652; R$ 48.757,00 ; R$ 58.533,00 ;
Mace Tyrell;Highgarden;1;;;;;House Tyrell;Alerie Hightower;1;1;1;1;1;;;;1;1;1;1;1;0.856187290969899; R$ 4.835,00 ; R$ 29.463,00 ;
Tristan Mudd;Lord Commander of the Night's Watch;1;;;;;House Mudd;;0;0;1;0;0;;;;;0;1;0;0;0.0535117056856187; R$ 15.954,00 ; R$ 72.410,00 ;
Leana Frey;;0;;;;;House Frey;;0;0;0;1;0;;;;;0;0;0;0;0.0735785953177257; R$ 85.463,00 ; R$ 68.304,00 ;
Pate (Old);;1;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 59.665,00 ; R$ 53.467,00 ;
Bael the Bard;King-Beyond-the-Wall;1;Free folk;;;;;;0;0;0;0;0;;;;;0;1;0;0;0; R$ 16.960,00 ; R$ 45.108,00 ;
Puckens;;0;;;;;House Lannister;;0;0;0;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 15.555,00 ; R$ 42.181,00 ;
Ned Woods;;1;Northmen;;;;House Woods;;0;0;0;0;1;;;;;0;0;0;0;0.0167224080267558; R$ 76.250,00 ; R$ 43.249,00 ;
Briar;;0;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0100334448160535; R$ 65.624,00 ; R$ 29.283,00 ;
Bhakaz zo Loraq;Cupbearer;1;Ghiscari;;;;House of Loraq;;0;0;0;0;1;;;;;0;1;0;0;0.00334448160535117; R$ 39.475,00 ; R$ 51.381,00 ;
Jaehaerys I Targaryen;;1;;Alyssa Velaryon;Aenys I Targaryen;Aemon Targaryen;;;0;0;0;0;0;1;0;1;;0;0;5;1;0.65886287625418; R$ 74.717,00 ; R$ 24.848,00 ;
Patrek Vance;;0;;;;;House Vance;;0;1;1;1;0;;;;;0;0;0;0;0.103678929765886; R$ 85.327,00 ; R$ 55.462,00 ;
Lister;;1;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 734,00 ; R$ 64.625,00 ;
Ronald Vance;Ser;1;;;;;House Vance of Atranta;;0;0;1;1;0;;;;;0;1;0;0;0.0267558528428093; R$ 95.434,00 ; R$ 55.322,00 ;
Lem (Standfast);;0;;;;;House Osgrey;;0;0;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 42.472,00 ; R$ 78.942,00 ;
Umar;;0;Vale mountain clans;;;;Moon Brothers;;1;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 54.503,00 ; R$ 23.717,00 ;
Gwayne Corbray;Ser;1;;;;;House Corbray;;0;0;0;1;0;;;;;0;1;0;0;0.0434782608695652; R$ 97.804,00 ; R$ 77.501,00 ;
Bryen Caron;Lord of the Marches;1;;;;;House Caron;;0;0;0;0;0;;;;;0;1;0;0;0.0267558528428093; R$ 71.580,00 ; R$ 62.447,00 ;
Barre;Septon;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 82.231,00 ; R$ 46.565,00 ;
Tywin Frey;Ser;1;;;;;House Frey;;0;1;1;1;1;;;;;0;1;0;0;0.0802675585284281; R$ 9.101,00 ; R$ 55.020,00 ;
Jaehaerys Targaryen (son of Aegon II);Prince;1;;;;;House Targaryen;;0;0;0;0;0;;;;;0;1;0;0;0.187290969899665; R$ 20.655,00 ; R$ 52.507,00 ;
Woth;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0301003344481605; R$ 23.140,00 ; R$ 25.179,00 ;
Donyse;Septa;0;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0; R$ 45.431,00 ; R$ 53.777,00 ;
Torrek;;0;Vale mountain clans;;;;Stone Crows;;1;0;0;0;0;;;;;0;0;0;0;0; R$ 46.659,00 ; R$ 26.489,00 ;
Wynton Stout;Ser;1;Northmen;;;;House Stout;;0;0;1;1;0;;;;;0;1;0;0;0.0334448160535117; R$ 73.706,00 ; R$ 34.979,00 ;
Sigfryd Harlaw;Master of Harlaw Hall;1;Ironborn;;;;House Harlaw of Harlaw Hall;;0;0;0;1;1;;;;;0;1;0;0;0.0635451505016722; R$ 29.508,00 ; R$ 60.856,00 ;
Hareth (Mole's Town);;1;;;;;Night's Watch;;0;0;0;0;0;;;;;0;0;0;0;0.0501672240802675; R$ 44.970,00 ; R$ 30.630,00 ;
Shierle Swyft;;0;;;;;House Swyft;Melwyn Sarsfield;0;0;1;1;0;;;;1;1;0;0;0;0.0267558528428093; R$ 98.804,00 ; R$ 79.547,00 ;
Dykk Harlaw;;1;;;;;House Harlaw;;0;1;0;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 21.324,00 ; R$ 36.680,00 ;
Tanton Fossoway;Ser;0;;;;;House Fossoway of Cider Hall;;0;1;1;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 28.708,00 ; R$ 53.967,00 ;
Pate (Mory);;1;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 88.752,00 ; R$ 52.683,00 ;
Dermot;Ser;0;;;;;House Baratheon of Dragonstone;;0;1;1;1;0;;;;;0;1;0;0;0.0234113712374581; R$ 53.418,00 ; R$ 49.279,00 ;
Dirk;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0434782608695652; R$ 22.833,00 ; R$ 41.247,00 ;
Agrivane;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 28.247,00 ; R$ 58.921,00 ;
Noho Dimittis;;1;Braavosi;;;;Iron Bank of Braavos;;0;0;0;1;1;;;;;0;0;0;0;0.0133779264214046; R$ 99.862,00 ; R$ 66.878,00 ;
Roone (maester);Maester;1;;;;;;;0;0;1;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 2.460,00 ; R$ 54.830,00 ;
Aegon Blackfyre;;1;Valyrian;;;;House Blackfyre;;0;0;1;0;0;;;;;0;0;2;0;0.0836120401337792; R$ 88.042,00 ; R$ 69.528,00 ;
Moonshadow;;0;Braavos;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 62.229,00 ; R$ 50.750,00 ;
Hyle Hunt;Ser;0;;;;;House Hunt;;0;0;0;1;0;;;;;0;1;0;0;0.103678929765886; R$ 72.944,00 ; R$ 44.000,00 ;
Grenn;;1;Westeros;;;;Night's Watch;;1;1;1;1;1;;;;;0;0;0;0;0.204013377926421; R$ 66.313,00 ; R$ 72.819,00 ;
Alyn Hunt;Ser;1;;;;;House Hunt;;0;0;0;1;0;;;;;0;1;0;0;0.0133779264214046; R$ 57.712,00 ; R$ 72.621,00 ;
Harras Harlaw;Ser;1;Ironborn;;;;House Harlaw of Grey Garden;;0;0;0;1;1;;;;;0;1;0;0;0.107023411371237; R$ 40.851,00 ; R$ 65.607,00 ;
